,jaar,maand,merk,aantal,cum aantal,datum
3916,2011,12,VOLKSWAGEN,1086,367362,2011-12-01
3917,2011,12,VOLVO,326,145587,2011-12-01
3918,2012,1,AUDI,2429,86481,2012-01-01
3919,2012,1,BMW,1988,125770,2012-01-01
3920,2012,1,HYUNDAI,2354,115554,2012-01-01
3921,2012,1,KIA,3476,86169,2012-01-01
3922,2012,1,RENAULT,3225,234643,2012-01-01
3923,2012,1,TESLA,5,55,2012-01-01
3924,2012,1,TOYOTA,4318,295485,2012-01-01
3925,2012,1,VOLKSWAGEN,6765,374127,2012-01-01
3926,2012,1,VOLVO,1926,147513,2012-01-01
3927,2012,2,AUDI,1119,87600,2012-02-01
3928,2012,2,BMW,997,126767,2012-02-01
3929,2012,2,HYUNDAI,1912,117466,2012-02-01
3930,2012,2,KIA,2470,88639,2012-02-01
3931,2012,2,RENAULT,2357,237000,2012-02-01
3932,2012,2,TOYOTA,2780,298265,2012-02-01
3933,2012,2,VOLKSWAGEN,3530,377657,2012-02-01
3934,2012,2,VOLVO,1034,148547,2012-02-01
3935,2012,3,AUDI,1403,89003,2012-03-01
3936,2012,3,BMW,1338,128105,2012-03-01
3937,2012,3,HYUNDAI,2105,119571,2012-03-01
3938,2012,3,KIA,3184,91823,2012-03-01
3939,2012,3,RENAULT,3339,240339,2012-03-01
3940,2012,3,TOYOTA,2824,301089,2012-03-01
3941,2012,3,VOLKSWAGEN,4911,382568,2012-03-01
3942,2012,3,VOLVO,1204,149751,2012-03-01
3943,2012,4,AUDI,1295,90298,2012-04-01
3944,2012,4,BMW,1281,129386,2012-04-01
3945,2012,4,HYUNDAI,1536,121107,2012-04-01
3946,2012,4,KIA,2395,94218,2012-04-01
3947,2012,4,RENAULT,2117,242456,2012-04-01
3948,2012,4,TESLA,2,57,2012-04-01
3949,2012,4,TOYOTA,2369,303458,2012-04-01
3950,2012,4,VOLKSWAGEN,4546,387114,2012-04-01
3951,2012,4,VOLVO,1124,150875,2012-04-01
3952,2012,5,AUDI,1528,91826,2012-05-01
3953,2012,5,BMW,1765,131151,2012-05-01
3954,2012,5,HYUNDAI,1495,122602,2012-05-01
3955,2012,5,KIA,1827,96045,2012-05-01
3956,2012,5,RENAULT,2234,244690,2012-05-01
3957,2012,5,TOYOTA,2771,306229,2012-05-01
3958,2012,5,VOLKSWAGEN,4538,391652,2012-05-01
3959,2012,5,VOLVO,1238,152113,2012-05-01
3960,2012,6,AUDI,2239,94065,2012-06-01
3961,2012,6,BMW,2690,133841,2012-06-01
3962,2012,6,HYUNDAI,3156,125758,2012-06-01
3963,2012,6,KIA,2738,98783,2012-06-01
3964,2012,6,RENAULT,3952,248642,2012-06-01
3965,2012,6,TESLA,2,59,2012-06-01
3966,2012,6,TOYOTA,3313,309542,2012-06-01
3967,2012,6,VOLKSWAGEN,7877,399529,2012-06-01
3968,2012,6,VOLVO,2381,154494,2012-06-01
3969,2012,7,AUDI,905,94970,2012-07-01
3970,2012,7,BMW,876,134717,2012-07-01
3971,2012,7,HYUNDAI,1159,126917,2012-07-01
3972,2012,7,KIA,1743,100526,2012-07-01
3973,2012,7,RENAULT,1772,250414,2012-07-01
3974,2012,7,TOYOTA,2702,312244,2012-07-01
3975,2012,7,VOLKSWAGEN,4138,403667,2012-07-01
3976,2012,7,VOLVO,753,155247,2012-07-01
3977,2012,8,AUDI,954,95924,2012-08-01
3978,2012,8,BMW,793,135510,2012-08-01
3979,2012,8,HYUNDAI,1959,128876,2012-08-01
3980,2012,8,KIA,2086,102612,2012-08-01
3981,2012,8,RENAULT,2204,252618,2012-08-01
3982,2012,8,TESLA,1,60,2012-08-01
3983,2012,8,TOYOTA,3320,315564,2012-08-01
3984,2012,8,VOLKSWAGEN,4352,408019,2012-08-01
3985,2012,8,VOLVO,521,155768,2012-08-01
3986,2012,9,AUDI,955,96879,2012-09-01
3987,2012,9,BMW,1061,136571,2012-09-01
3988,2012,9,HYUNDAI,1020,129896,2012-09-01
3989,2012,9,KIA,2189,104801,2012-09-01
3990,2012,9,RENAULT,1576,254194,2012-09-01
3991,2012,9,TESLA,1,61,2012-09-01
3992,2012,9,TOYOTA,2594,318158,2012-09-01
3993,2012,9,VOLKSWAGEN,3824,411843,2012-09-01
3994,2012,9,VOLVO,881,156649,2012-09-01
3995,2012,10,AUDI,781,97660,2012-10-01
3996,2012,10,BMW,835,137406,2012-10-01
3997,2012,10,HYUNDAI,615,130511,2012-10-01
3998,2012,10,KIA,1146,105947,2012-10-01
3999,2012,10,RENAULT,1338,255532,2012-10-01
4000,2012,10,TESLA,2,63,2012-10-01
4001,2012,10,TOYOTA,1846,320004,2012-10-01
4002,2012,10,VOLKSWAGEN,2666,414509,2012-10-01
4003,2012,10,VOLVO,1151,157800,2012-10-01
4004,2012,11,AUDI,736,98396,2012-11-01
4005,2012,11,BMW,1042,138448,2012-11-01
4006,2012,11,HYUNDAI,1019,131530,2012-11-01
4007,2012,11,KIA,1525,107472,2012-11-01
4008,2012,11,RENAULT,1986,257518,2012-11-01
4009,2012,11,TESLA,1,64,2012-11-01
4010,2012,11,TOYOTA,1809,321813,2012-11-01
4011,2012,11,VOLKSWAGEN,3174,417683,2012-11-01
4012,2012,11,VOLVO,990,158790,2012-11-01
4013,2012,12,AUDI,378,98774,2012-12-01
4014,2012,12,BMW,515,138963,2012-12-01
4015,2012,12,HYUNDAI,629,132159,2012-12-01
4016,2012,12,KIA,842,108314,2012-12-01
4017,2012,12,RENAULT,1359,258877,2012-12-01
4018,2012,12,TESLA,1,65,2012-12-01
4019,2012,12,TOYOTA,1472,323285,2012-12-01
4020,2012,12,VOLKSWAGEN,2069,419752,2012-12-01
4021,2012,12,VOLVO,387,159177,2012-12-01
4022,2013,1,AUDI,2331,101105,2013-01-01
4023,2013,1,BMW,2175,141138,2013-01-01
4024,2013,1,HYUNDAI,1373,133532,2013-01-01
4025,2013,1,KIA,3468,111782,2013-01-01
4026,2013,1,RENAULT,3268,262145,2013-01-01
4027,2013,1,TESLA,1,66,2013-01-01
4028,2013,1,TOYOTA,2581,325866,2013-01-01
4029,2013,1,VOLKSWAGEN,5813,425565,2013-01-01
4030,2013,1,VOLVO,1315,160492,2013-01-01
4031,2013,2,AUDI,889,101994,2013-02-01
4032,2013,2,BMW,954,142092,2013-02-01
4033,2013,2,HYUNDAI,1872,135404,2013-02-01
4034,2013,2,KIA,2323,114105,2013-02-01
4035,2013,2,RENAULT,1959,264104,2013-02-01
4036,2013,2,TOYOTA,1977,327843,2013-02-01
4037,2013,2,VOLKSWAGEN,4087,429652,2013-02-01
4038,2013,2,VOLVO,1016,161508,2013-02-01
4039,2013,3,AUDI,1309,103303,2013-03-01
4040,2013,3,BMW,1788,143880,2013-03-01
4041,2013,3,HYUNDAI,1000,136404,2013-03-01
4042,2013,3,KIA,1616,115721,2013-03-01
4043,2013,3,RENAULT,1607,265711,2013-03-01
4044,2013,3,TOYOTA,2216,330059,2013-03-01
4045,2013,3,VOLKSWAGEN,4648,434300,2013-03-01
4046,2013,3,VOLVO,1104,162612,2013-03-01
4047,2013,4,AUDI,1345,104648,2013-04-01
4048,2013,4,BMW,1335,145215,2013-04-01
4049,2013,4,HYUNDAI,1025,137429,2013-04-01
4050,2013,4,KIA,1917,117638,2013-04-01
4051,2013,4,RENAULT,1640,267351,2013-04-01
4052,2013,4,TOYOTA,1920,331979,2013-04-01
4053,2013,4,VOLKSWAGEN,4072,438372,2013-04-01
4054,2013,4,VOLVO,867,163479,2013-04-01
4055,2013,5,AUDI,1344,105992,2013-05-01
4056,2013,5,BMW,1094,146309,2013-05-01
4057,2013,5,HYUNDAI,662,138091,2013-05-01
4058,2013,5,KIA,2086,119724,2013-05-01
4059,2013,5,RENAULT,1636,268987,2013-05-01
4060,2013,5,TOYOTA,1953,333932,2013-05-01
4061,2013,5,VOLKSWAGEN,4113,442485,2013-05-01
4062,2013,5,VOLVO,1048,164527,2013-05-01
4063,2013,6,AUDI,1319,107311,2013-06-01
4064,2013,6,BMW,1376,147685,2013-06-01
4065,2013,6,HYUNDAI,1297,139388,2013-06-01
4066,2013,6,KIA,1912,121636,2013-06-01
4067,2013,6,RENAULT,2719,271706,2013-06-01
4068,2013,6,TOYOTA,2116,336048,2013-06-01
4069,2013,6,VOLKSWAGEN,4176,446661,2013-06-01
4070,2013,6,VOLVO,1141,165668,2013-06-01
4071,2013,7,AUDI,1277,108588,2013-07-01
4072,2013,7,BMW,1370,149055,2013-07-01
4073,2013,7,HYUNDAI,681,140069,2013-07-01
4074,2013,7,KIA,1852,123488,2013-07-01
4075,2013,7,RENAULT,2671,274377,2013-07-01
4076,2013,7,TOYOTA,2290,338338,2013-07-01
4077,2013,7,VOLKSWAGEN,3984,450645,2013-07-01
4078,2013,7,VOLVO,1584,167252,2013-07-01
4079,2013,8,AUDI,1136,109724,2013-08-01
4080,2013,8,BMW,1225,150280,2013-08-01
4081,2013,8,HYUNDAI,872,140941,2013-08-01
4082,2013,8,KIA,1471,124959,2013-08-01
4083,2013,8,RENAULT,2611,276988,2013-08-01
4084,2013,8,TOYOTA,2416,340754,2013-08-01
4085,2013,8,VOLKSWAGEN,3268,453913,2013-08-01
4086,2013,8,VOLVO,940,168192,2013-08-01
4087,2013,9,AUDI,970,110694,2013-09-01
4088,2013,9,BMW,1304,151584,2013-09-01
4089,2013,9,HYUNDAI,893,141834,2013-09-01
4090,2013,9,KIA,1473,126432,2013-09-01
4091,2013,9,RENAULT,2377,279365,2013-09-01
4092,2013,9,TOYOTA,2591,343345,2013-09-01
4093,2013,9,VOLKSWAGEN,3974,457887,2013-09-01
4094,2013,9,VOLVO,1419,169611,2013-09-01
4095,2013,10,AUDI,1353,112047,2013-10-01
4096,2013,10,BMW,1341,152925,2013-10-01
4097,2013,10,HYUNDAI,706,142540,2013-10-01
4098,2013,10,KIA,1540,127972,2013-10-01
4099,2013,10,RENAULT,3067,282432,2013-10-01
4100,2013,10,TOYOTA,3268,346613,2013-10-01
4101,2013,10,VOLKSWAGEN,4352,462239,2013-10-01
4102,2013,10,VOLVO,1937,171548,2013-10-01
4103,2013,11,AUDI,1137,113184,2013-11-01
4104,2013,11,BMW,1384,154309,2013-11-01
4105,2013,11,HYUNDAI,650,143190,2013-11-01
4106,2013,11,KIA,1877,129849,2013-11-01
4107,2013,11,RENAULT,3212,285644,2013-11-01
4108,2013,11,TOYOTA,3646,350259,2013-11-01
4109,2013,11,VOLKSWAGEN,4407,466646,2013-11-01
4110,2013,11,VOLVO,1856,173404,2013-11-01
4111,2013,12,AUDI,1131,114315,2013-12-01
4112,2013,12,BMW,1105,155414,2013-12-01
4113,2013,12,HYUNDAI,639,143829,2013-12-01
4114,2013,12,KIA,1361,131210,2013-12-01
4115,2013,12,RENAULT,2268,287912,2013-12-01
4116,2013,12,TOYOTA,2749,353008,2013-12-01
4117,2013,12,VOLKSWAGEN,4449,471095,2013-12-01
4118,2013,12,VOLVO,2515,175919,2013-12-01
4119,2014,1,AUDI,1973,116288,2014-01-01
4120,2014,1,BMW,1728,157142,2014-01-01
4121,2014,1,HYUNDAI,1545,145374,2014-01-01
4122,2014,1,KIA,3078,134288,2014-01-01
4123,2014,1,RENAULT,3271,291183,2014-01-01
4124,2014,1,TOYOTA,2942,355950,2014-01-01
4125,2014,1,VOLKSWAGEN,6444,477539,2014-01-01
4126,2014,1,VOLVO,1060,176979,2014-01-01
4127,2014,2,AUDI,1104,117392,2014-02-01
4128,2014,2,BMW,1084,158226,2014-02-01
4129,2014,2,HYUNDAI,2375,147749,2014-02-01
4130,2014,2,KIA,2685,136973,2014-02-01
4131,2014,2,RENAULT,2100,293283,2014-02-01
4132,2014,2,TOYOTA,1934,357884,2014-02-01
4133,2014,2,VOLKSWAGEN,3655,481194,2014-02-01
4134,2014,2,VOLVO,1277,178256,2014-02-01
4135,2014,3,AUDI,1108,118500,2014-03-01
4136,2014,3,BMW,1160,159386,2014-03-01
4137,2014,3,HYUNDAI,529,148278,2014-03-01
4138,2014,3,KIA,915,137888,2014-03-01
4139,2014,3,RENAULT,2417,295700,2014-03-01
4140,2014,3,TOYOTA,1690,359574,2014-03-01
4141,2014,3,VOLKSWAGEN,2884,484078,2014-03-01
4142,2014,3,VOLVO,1064,179320,2014-03-01
4143,2014,4,AUDI,1224,119724,2014-04-01
4144,2014,4,BMW,1290,160676,2014-04-01
4145,2014,4,HYUNDAI,426,148704,2014-04-01
4146,2014,4,KIA,1239,139127,2014-04-01
4147,2014,4,RENAULT,2706,298406,2014-04-01
4148,2014,4,TOYOTA,1719,361293,2014-04-01
4149,2014,4,VOLKSWAGEN,3153,487231,2014-04-01
4150,2014,4,VOLVO,1039,180359,2014-04-01
4151,2014,5,AUDI,1289,121013,2014-05-01
4152,2014,5,BMW,1487,162163,2014-05-01
4153,2014,5,HYUNDAI,591,149295,2014-05-01
4154,2014,5,KIA,1369,140496,2014-05-01
4155,2014,5,RENAULT,2830,301236,2014-05-01
4156,2014,5,TESLA,1,67,2014-05-01
4157,2014,5,TOYOTA,1894,363187,2014-05-01
4158,2014,5,VOLKSWAGEN,3714,490945,2014-05-01
4159,2014,5,VOLVO,1395,181754,2014-05-01
4160,2014,6,AUDI,1539,122552,2014-06-01
4161,2014,6,BMW,1473,163636,2014-06-01
4162,2014,6,HYUNDAI,579,149874,2014-06-01
4163,2014,6,KIA,1636,142132,2014-06-01
4164,2014,6,RENAULT,2636,303872,2014-06-01
4165,2014,6,TOYOTA,1841,365028,2014-06-01
4166,2014,6,VOLKSWAGEN,3260,494205,2014-06-01
4167,2014,6,VOLVO,1162,182916,2014-06-01
4168,2014,7,AUDI,1129,123681,2014-07-01
4169,2014,7,BMW,1355,164991,2014-07-01
4170,2014,7,HYUNDAI,613,150487,2014-07-01
4171,2014,7,KIA,1498,143630,2014-07-01
4172,2014,7,RENAULT,2212,306084,2014-07-01
4173,2014,7,TOYOTA,1849,366877,2014-07-01
4174,2014,7,VOLKSWAGEN,4163,498368,2014-07-01
4175,2014,7,VOLVO,1725,184641,2014-07-01
4176,2014,8,AUDI,940,124621,2014-08-01
4177,2014,8,BMW,1288,166279,2014-08-01
4178,2014,8,HYUNDAI,493,150980,2014-08-01
4179,2014,8,KIA,1015,144645,2014-08-01
4180,2014,8,RENAULT,2159,308243,2014-08-01
4181,2014,8,TOYOTA,1740,368617,2014-08-01
4182,2014,8,VOLKSWAGEN,3586,501954,2014-08-01
4183,2014,8,VOLVO,920,185561,2014-08-01
4184,2014,9,AUDI,877,125498,2014-09-01
4185,2014,9,BMW,1118,167397,2014-09-01
4186,2014,9,HYUNDAI,613,151593,2014-09-01
4187,2014,9,KIA,1046,145691,2014-09-01
4188,2014,9,RENAULT,2049,310292,2014-09-01
4189,2014,9,TOYOTA,2015,370632,2014-09-01
4190,2014,9,VOLKSWAGEN,3915,505869,2014-09-01
4191,2014,9,VOLVO,1448,187009,2014-09-01
4192,2014,10,AUDI,1308,126806,2014-10-01
4193,2014,10,BMW,1564,168961,2014-10-01
4194,2014,10,HYUNDAI,699,152292,2014-10-01
4195,2014,10,KIA,1629,147320,2014-10-01
4196,2014,10,RENAULT,2772,313064,2014-10-01
4197,2014,10,TOYOTA,2444,373076,2014-10-01
4198,2014,10,VOLKSWAGEN,4669,510538,2014-10-01
4199,2014,10,VOLVO,1740,188749,2014-10-01
4200,2014,11,AUDI,1003,127809,2014-11-01
4201,2014,11,BMW,1301,170262,2014-11-01
4202,2014,11,HYUNDAI,596,152888,2014-11-01
4203,2014,11,KIA,1242,148562,2014-11-01
4204,2014,11,RENAULT,2758,315822,2014-11-01
4205,2014,11,TOYOTA,2180,375256,2014-11-01
4206,2014,11,VOLKSWAGEN,4224,514762,2014-11-01
4207,2014,11,VOLVO,1434,190183,2014-11-01
4208,2014,12,AUDI,1529,129338,2014-12-01
4209,2014,12,BMW,1016,171278,2014-12-01
4210,2014,12,HYUNDAI,540,153428,2014-12-01
4211,2014,12,KIA,889,149451,2014-12-01
4212,2014,12,RENAULT,2012,317834,2014-12-01
4213,2014,12,TOYOTA,2710,377966,2014-12-01
4214,2014,12,VOLKSWAGEN,4620,519382,2014-12-01
4215,2014,12,VOLVO,2218,192401,2014-12-01
4216,2015,1,AUDI,1566,130904,2015-01-01
4217,2015,1,BMW,2276,173554,2015-01-01
4218,2015,1,HYUNDAI,1012,154440,2015-01-01
4219,2015,1,KIA,2526,151977,2015-01-01
4220,2015,1,RENAULT,4304,322138,2015-01-01
4221,2015,1,TOYOTA,3284,381250,2015-01-01
4222,2015,1,VOLKSWAGEN,9265,528647,2015-01-01
4223,2015,1,VOLVO,1327,193728,2015-01-01
4224,2015,2,AUDI,1113,132017,2015-02-01
4225,2015,2,BMW,1255,174809,2015-02-01
4226,2015,2,HYUNDAI,1015,155455,2015-02-01
4227,2015,2,KIA,2817,154794,2015-02-01
4228,2015,2,RENAULT,3220,325358,2015-02-01
4229,2015,2,TOYOTA,3339,384589,2015-02-01
4230,2015,2,VOLKSWAGEN,3045,531692,2015-02-01
4231,2015,2,VOLVO,933,194661,2015-02-01
4232,2015,3,AUDI,1309,133326,2015-03-01
4233,2015,3,BMW,1552,176361,2015-03-01
4234,2015,3,HYUNDAI,1139,156594,2015-03-01
4235,2015,3,KIA,866,155660,2015-03-01
4236,2015,3,RENAULT,2526,327884,2015-03-01
4237,2015,3,TOYOTA,1115,385704,2015-03-01
4238,2015,3,VOLKSWAGEN,3901,535593,2015-03-01
4239,2015,3,VOLVO,1077,195738,2015-03-01
4240,2015,4,AUDI,1333,134659,2015-04-01
4241,2015,4,BMW,1503,177864,2015-04-01
4242,2015,4,HYUNDAI,1230,157824,2015-04-01
4243,2015,4,KIA,1154,156814,2015-04-01
4244,2015,4,RENAULT,2388,330272,2015-04-01
4245,2015,4,TOYOTA,1123,386827,2015-04-01
4246,2015,4,VOLKSWAGEN,3932,539525,2015-04-01
4247,2015,4,VOLVO,1058,196796,2015-04-01
4248,2015,5,AUDI,1235,135894,2015-05-01
4249,2015,5,BMW,1290,179154,2015-05-01
4250,2015,5,HYUNDAI,966,158790,2015-05-01
4251,2015,5,KIA,1200,158014,2015-05-01
4252,2015,5,RENAULT,2427,332699,2015-05-01
4253,2015,5,TOYOTA,1252,388079,2015-05-01
4254,2015,5,VOLKSWAGEN,4057,543582,2015-05-01
4255,2015,5,VOLVO,1273,198069,2015-05-01
4256,2015,6,AUDI,1592,137486,2015-06-01
4257,2015,6,BMW,1755,180909,2015-06-01
4258,2015,6,HYUNDAI,1195,159985,2015-06-01
4259,2015,6,KIA,1629,159643,2015-06-01
4260,2015,6,RENAULT,2863,335562,2015-06-01
4261,2015,6,TOYOTA,1960,390039,2015-06-01
4262,2015,6,VOLKSWAGEN,4683,548265,2015-06-01
4263,2015,6,VOLVO,1643,199712,2015-06-01
4264,2015,7,AUDI,1589,139075,2015-07-01
4265,2015,7,BMW,1710,182619,2015-07-01
4266,2015,7,HYUNDAI,1409,161394,2015-07-01
4267,2015,7,KIA,1696,161339,2015-07-01
4268,2015,7,RENAULT,2415,337977,2015-07-01
4269,2015,7,TOYOTA,2275,392314,2015-07-01
4270,2015,7,VOLKSWAGEN,5475,553740,2015-07-01
4271,2015,7,VOLVO,1619,201331,2015-07-01
4272,2015,8,AUDI,1251,140326,2015-08-01
4273,2015,8,BMW,1287,183906,2015-08-01
4274,2015,8,HYUNDAI,947,162341,2015-08-01
4275,2015,8,KIA,1208,162547,2015-08-01
4276,2015,8,RENAULT,3311,341288,2015-08-01
4277,2015,8,TOYOTA,2153,394467,2015-08-01
4278,2015,8,VOLKSWAGEN,4224,557964,2015-08-01
4279,2015,8,VOLVO,1161,202492,2015-08-01
4280,2015,9,AUDI,1187,141513,2015-09-01
4281,2015,9,BMW,1495,185401,2015-09-01
4282,2015,9,HYUNDAI,1153,163494,2015-09-01
4283,2015,9,KIA,1472,164019,2015-09-01
4284,2015,9,RENAULT,1905,343193,2015-09-01
4285,2015,9,TESLA,1,68,2015-09-01
4286,2015,9,TOYOTA,2347,396814,2015-09-01
4287,2015,9,VOLKSWAGEN,4391,562355,2015-09-01
4288,2015,9,VOLVO,1405,203897,2015-09-01
4289,2015,10,AUDI,1546,143059,2015-10-01
4290,2015,10,BMW,1609,187010,2015-10-01
4291,2015,10,HYUNDAI,1187,164681,2015-10-01
4292,2015,10,KIA,1371,165390,2015-10-01
4293,2015,10,RENAULT,2819,346012,2015-10-01
4294,2015,10,TOYOTA,2883,399697,2015-10-01
4295,2015,10,VOLKSWAGEN,6027,568382,2015-10-01
4296,2015,10,VOLVO,2059,205956,2015-10-01
4297,2015,11,AUDI,1559,144618,2015-11-01
4298,2015,11,BMW,1547,188557,2015-11-01
4299,2015,11,HYUNDAI,802,165483,2015-11-01
4300,2015,11,KIA,1246,166636,2015-11-01
4301,2015,11,RENAULT,2577,348589,2015-11-01
4302,2015,11,TOYOTA,2581,402278,2015-11-01
4303,2015,11,VOLKSWAGEN,5988,574370,2015-11-01
4304,2015,11,VOLVO,2571,208527,2015-11-01
4305,2015,12,AUDI,2326,146944,2015-12-01
4306,2015,12,BMW,2333,190890,2015-12-01
4307,2015,12,HYUNDAI,819,166302,2015-12-01
4308,2015,12,KIA,978,167614,2015-12-01
4309,2015,12,RENAULT,3121,351710,2015-12-01
4310,2015,12,TOYOTA,5296,407574,2015-12-01
4311,2015,12,VOLKSWAGEN,7673,582043,2015-12-01
4312,2015,12,VOLVO,4903,213430,2015-12-01
4313,2016,1,AUDI,1621,148565,2016-01-01
4314,2016,1,BMW,1842,192732,2016-01-01
4315,2016,1,HYUNDAI,1676,167978,2016-01-01
4316,2016,1,KIA,2235,169849,2016-01-01
4317,2016,1,RENAULT,3247,354957,2016-01-01
4318,2016,1,TOYOTA,2017,409591,2016-01-01
4319,2016,1,VOLKSWAGEN,8767,590810,2016-01-01
4320,2016,1,VOLVO,1108,214538,2016-01-01
4321,2016,2,AUDI,1217,149782,2016-02-01
4322,2016,2,BMW,1494,194226,2016-02-01
4323,2016,2,HYUNDAI,1590,169568,2016-02-01
4324,2016,2,KIA,2775,172624,2016-02-01
4325,2016,2,RENAULT,2052,357009,2016-02-01
4326,2016,2,TOYOTA,2089,411680,2016-02-01
4327,2016,2,VOLKSWAGEN,2792,593602,2016-02-01
4328,2016,2,VOLVO,1149,215687,2016-02-01
4329,2016,3,AUDI,1317,151099,2016-03-01
4330,2016,3,BMW,1852,196078,2016-03-01
4331,2016,3,HYUNDAI,712,170280,2016-03-01
4332,2016,3,KIA,939,173563,2016-03-01
4333,2016,3,RENAULT,2215,359224,2016-03-01
4334,2016,3,TOYOTA,2131,413811,2016-03-01
4335,2016,3,VOLKSWAGEN,3703,597305,2016-03-01
4336,2016,3,VOLVO,1339,217026,2016-03-01
4337,2016,4,AUDI,1289,152388,2016-04-01
4338,2016,4,BMW,1713,197791,2016-04-01
4339,2016,4,HYUNDAI,910,171190,2016-04-01
4340,2016,4,KIA,1038,174601,2016-04-01
4341,2016,4,RENAULT,2755,361979,2016-04-01
4342,2016,4,TOYOTA,1993,415804,2016-04-01
4343,2016,4,VOLKSWAGEN,4468,601773,2016-04-01
4344,2016,4,VOLVO,1626,218652,2016-04-01
4345,2016,5,AUDI,1174,153562,2016-05-01
4346,2016,5,BMW,1753,199544,2016-05-01
4347,2016,5,HYUNDAI,1074,172264,2016-05-01
4348,2016,5,KIA,1185,175786,2016-05-01
4349,2016,5,RENAULT,3121,365100,2016-05-01
4350,2016,5,TOYOTA,2156,417960,2016-05-01
4351,2016,5,VOLKSWAGEN,3947,605720,2016-05-01
4352,2016,5,VOLVO,1386,220038,2016-05-01
4353,2016,6,AUDI,1571,155133,2016-06-01
4354,2016,6,BMW,2196,201740,2016-06-01
4355,2016,6,HYUNDAI,1634,173898,2016-06-01
4356,2016,6,KIA,1776,177562,2016-06-01
4357,2016,6,RENAULT,4454,369554,2016-06-01
4358,2016,6,TESLA,2,70,2016-06-01
4359,2016,6,TOYOTA,2419,420379,2016-06-01
4360,2016,6,VOLKSWAGEN,5108,610828,2016-06-01
4361,2016,6,VOLVO,2006,222044,2016-06-01
4362,2016,7,AUDI,1460,156593,2016-07-01
4363,2016,7,BMW,1751,203491,2016-07-01
4364,2016,7,HYUNDAI,1349,175247,2016-07-01
4365,2016,7,KIA,1622,179184,2016-07-01
4366,2016,7,RENAULT,3271,372825,2016-07-01
4367,2016,7,TESLA,1,71,2016-07-01
4368,2016,7,TOYOTA,2374,422753,2016-07-01
4369,2016,7,VOLKSWAGEN,6431,617259,2016-07-01
4370,2016,7,VOLVO,1689,223733,2016-07-01
4371,2016,8,AUDI,1218,157811,2016-08-01
4372,2016,8,BMW,1604,205095,2016-08-01
4373,2016,8,HYUNDAI,993,176240,2016-08-01
4374,2016,8,KIA,1652,180836,2016-08-01
4375,2016,8,RENAULT,2786,375611,2016-08-01
4376,2016,8,TOYOTA,2076,424829,2016-08-01
4377,2016,8,VOLKSWAGEN,3908,621167,2016-08-01
4378,2016,8,VOLVO,1114,224847,2016-08-01
4379,2016,9,AUDI,1650,159461,2016-09-01
4380,2016,9,BMW,1850,206945,2016-09-01
4381,2016,9,HYUNDAI,904,177144,2016-09-01
4382,2016,9,KIA,1557,182393,2016-09-01
4383,2016,9,RENAULT,2996,378607,2016-09-01
4384,2016,9,TESLA,1,72,2016-09-01
4385,2016,9,TOYOTA,2277,427106,2016-09-01
4386,2016,9,VOLKSWAGEN,4498,625665,2016-09-01
4387,2016,9,VOLVO,1511,226358,2016-09-01
4388,2016,10,AUDI,1574,161035,2016-10-01
4389,2016,10,BMW,1862,208807,2016-10-01
4390,2016,10,HYUNDAI,865,178009,2016-10-01
4391,2016,10,KIA,1416,183809,2016-10-01
4392,2016,10,RENAULT,2990,381597,2016-10-01
4393,2016,10,TOYOTA,2165,429271,2016-10-01
4394,2016,10,VOLKSWAGEN,5273,630938,2016-10-01
4395,2016,10,VOLVO,1575,227933,2016-10-01
4396,2016,11,AUDI,1500,162535,2016-11-01
4397,2016,11,BMW,1838,210645,2016-11-01
4398,2016,11,HYUNDAI,1017,179026,2016-11-01
4399,2016,11,KIA,1754,185563,2016-11-01
4400,2016,11,RENAULT,3494,385091,2016-11-01
4401,2016,11,TOYOTA,2847,432118,2016-11-01
4402,2016,11,VOLKSWAGEN,5052,635990,2016-11-01
4403,2016,11,VOLVO,1459,229392,2016-11-01
4404,2016,12,AUDI,2273,164808,2016-12-01
4405,2016,12,BMW,2408,213053,2016-12-01
4406,2016,12,HYUNDAI,805,179831,2016-12-01
4407,2016,12,KIA,1109,186672,2016-12-01
4408,2016,12,RENAULT,3567,388658,2016-12-01
4409,2016,12,TOYOTA,3412,435530,2016-12-01
4410,2016,12,VOLKSWAGEN,6605,642595,2016-12-01
4411,2016,12,VOLVO,2097,231489,2016-12-01
4412,2017,1,AUDI,2429,167237,2017-01-01
4413,2017,1,BMW,2830,215883,2017-01-01
4414,2017,1,HYUNDAI,1851,181682,2017-01-01
4415,2017,1,KIA,3196,189868,2017-01-01
4416,2017,1,RENAULT,3634,392292,2017-01-01
4417,2017,1,TOYOTA,2861,438391,2017-01-01
4418,2017,1,VOLKSWAGEN,10105,652700,2017-01-01
4419,2017,1,VOLVO,2398,233887,2017-01-01
4420,2017,2,AUDI,1641,168878,2017-02-01
4421,2017,2,BMW,1845,217728,2017-02-01
4422,2017,2,HYUNDAI,1361,183043,2017-02-01
4423,2017,2,KIA,2216,192084,2017-02-01
4424,2017,2,RENAULT,3342,395634,2017-02-01
4425,2017,2,TOYOTA,2894,441285,2017-02-01
4426,2017,2,VOLKSWAGEN,3743,656443,2017-02-01
4427,2017,2,VOLVO,1489,235376,2017-02-01
4428,2017,3,AUDI,1897,170775,2017-03-01
4429,2017,3,BMW,2273,220001,2017-03-01
